profile_id,lon_r,lat_r,path_to_img,object_id,lon,lat,datetime,depth,taxon,large_group,pixel_id,case
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426013.jpg,12426013,-15.778,-48.27683,2009-02-27T10:03:42Z,110.5,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12497116.jpg,12497116,-15.778,-48.27683,2009-02-27T10:03:42Z,111.8,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12508958.jpg,12508958,-15.778,-48.27683,2009-02-27T10:03:42Z,112.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424782.jpg,12424782,-15.778,-48.27683,2009-02-27T10:03:42Z,113.3,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424848.jpg,12424848,-15.778,-48.27683,2009-02-27T10:03:42Z,114.3,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425971.jpg,12425971,-15.778,-48.27683,2009-02-27T10:03:42Z,115.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12489155.jpg,12489155,-15.778,-48.27683,2009-02-27T10:03:42Z,115.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12536376.jpg,12536376,-15.778,-48.27683,2009-02-27T10:03:42Z,116.5,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12527294.jpg,12527294,-15.778,-48.27683,2009-02-27T10:03:42Z,116.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12548921.jpg,12548921,-15.778,-48.27683,2009-02-27T10:03:42Z,117,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12537916.jpg,12537916,-15.778,-48.27683,2009-02-27T10:03:42Z,117.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12554786.jpg,12554786,-15.778,-48.27683,2009-02-27T10:03:42Z,117.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12525959.jpg,12525959,-15.778,-48.27683,2009-02-27T10:03:42Z,117.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12533131.jpg,12533131,-15.778,-48.27683,2009-02-27T10:03:42Z,118.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12548988.jpg,12548988,-15.778,-48.27683,2009-02-27T10:03:42Z,118.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12504784.jpg,12504784,-15.778,-48.27683,2009-02-27T10:03:42Z,118.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12523949.jpg,12523949,-15.778,-48.27683,2009-02-27T10:03:42Z,118.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12530724.jpg,12530724,-15.778,-48.27683,2009-02-27T10:03:42Z,119.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424295.jpg,12424295,-15.778,-48.27683,2009-02-27T10:03:42Z,119.1,Copepoda,Crustacea,6,Low taxonomic evenness
